name,link,Default Branch,SHA,Stargazers Count,Forks Count,Date,Maven,Gradle,Travis CI,Github Actions
hyperledger/fabric-sdk-java,https://github.com/hyperledger/fabric-sdk-java,main,3c54d7f71d2c5051ce27b1a9255587acdc23f8ab,1073,698,44763.692199074074,pom.xml;,src/test/fixture/sdkintegration/javacc/1.4/sample1/build.gradle;src/test/fixture/sdkintegration/javacc/1.4/sample1/settings.gradle;src/test/fixture/sdkintegration/javacc/2.1/sample1/build.gradle;src/test/fixture/sdkintegration/javacc/2.1/sample1/settings.gradle;,src/test/fixture/sdkintegration/gocc/sample1/src/github.com/example_cc/vendor/google.golang.org/grpc/.travis.yml;src/test/fixture/sdkintegration/gocc/sample1NoInit/src/github.com/example_cc/vendor/google.golang.org/grpc/.travis.yml;src/test/fixture/sdkintegration/gocc/sampleIdemix/src/github.com/example_cc/vendor/google.golang.org/grpc/.travis.yml;src/test/fixture/sdkintegration/gocc/samplePrivateData/src/github.com/private_data_cc/vendor/google.golang.org/grpc/.travis.yml;src/test/fixture/sdkintegration/gocc/sample_11/src/github.com/example_cc/vendor/google.golang.org/grpc/.travis.yml;src/test/fixture/sdkintegration/gocc/sample_mv/src/github.com/example_cc/vendor/google.golang.org/grpc/.travis.yml;,.github/workflows/build.yml;.github/workflows/schedule.yml;,pom.xml;,,pom.xml;,,,,,,,,,,,,,,,
