Name,Link,Default Branch,SHA,Stargazers Count,Forks Count,Date
forezp/SpringBootLearning,https://github.com/forezp/SpringBootLearning,master,65527095133583ab4969bb9a82866eebc7a99b2a,2186,1235,13/12/2022 17:44:49
bisq-network/bisq,https://github.com/bisq-network/bisq,master,ac575cef5ee86fad38127816fd1cd65bbd76c60e,4184,1236,13/12/2022 17:44:49
jeecgboot/jeecg,https://github.com/jeecgboot/jeecg,master,2608008efc47594c8920d4de74f3b3d475c348c2,2080,1243,13/12/2022 17:44:49
williamfiset/DEPRECATED-data-structures,https://github.com/williamfiset/DEPRECATED-data-structures,master,4a5dbdec67ee80feadf7feb4f70ac9f297e7b2ba,2698,1243,13/12/2022 17:44:49
alibaba/cobar,https://github.com/alibaba/cobar,master,bc36a14d4a3f8acc0db0b3b07a7db8d38afefda5,3177,1243,13/12/2022 17:45:39
AllenDowney/ThinkJavaCode,https://github.com/AllenDowney/ThinkJavaCode,master,ce03ee90086e66dfd3141813f85f6b034bcb695c,345,1245,13/12/2022 17:45:39
janishar/android-mvp-architecture,https://github.com/janishar/android-mvp-architecture,master,a9b89c8a674e8be35ef9f774d0d94415783d7abe,4396,1247,13/12/2022 17:45:39
quarkusio/quarkus-quickstarts,https://github.com/quarkusio/quarkus-quickstarts,main,496cb69159c59fad207c6bd8b82e4a4667dffc09,1616,1248,13/12/2022 17:45:39
super30admin/Array-1,https://github.com/super30admin/Array-1,master,e5a530ee762adcba267172e2e34ac13069930942,2,1250,13/12/2022 17:44:40
wcaquinocursos/tasks-backend,https://github.com/wcaquinocursos/tasks-backend,master,05f161b8ceffe57944429f7a7a521d1310630c3a,15,1251,13/12/2022 17:44:49
apache/parquet-mr,https://github.com/apache/parquet-mr,master,433de8df33fcf31927f7b51456be9f53e64d48b9,1790,1251,13/12/2022 17:45:39
bobeast/PushPlugin-deprecated,https://github.com/bobeast/PushPlugin-deprecated,master,28e00432280ea36e54f3e4233c3c14bf3d95749e,16,1252,13/12/2022 17:45:37
junit-team/junit5,https://github.com/junit-team/junit5,main,b3827e21d2b29517566980172fbc6b2c6d9ca6b4,5524,1252,13/12/2022 17:45:39
spring-projects/spring-data-elasticsearch,https://github.com/spring-projects/spring-data-elasticsearch,main,e1c8a2adeb4d0d8a4ecec24e0e4778d21151bdbf,2729,1253,13/12/2022 17:45:37
yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,master,7935b04751aa57299cfb8b89e5b1e12a2d96e7cb,3665,1254,13/12/2022 17:45:37
iNPUTmice/Conversations,https://github.com/iNPUTmice/Conversations,master,c0b4ae84163f9804d3eca95e324433e5e78a10bf,4159,1254,13/12/2022 17:45:37
RichardWarburton/java-8-lambdas-exercises,https://github.com/RichardWarburton/java-8-lambdas-exercises,master,87fdadf617461dcd22badbd6f69a457e37e1c42f,1759,1254,13/12/2022 17:45:37
springframeworkguru/spring5-di-demo,https://github.com/springframeworkguru/spring5-di-demo,master,2b7476247d3cff31980a9e917e238049c35d8bbb,36,1255,13/12/2022 17:45:37
vinc3m1/RoundedImageView,https://github.com/vinc3m1/RoundedImageView,main,344228d5f8ad7dc6d5e351bd6c86263be7c31eb3,6371,1256,13/12/2022 17:45:37
FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,2.15,9e3a3113efa918601797c423d981e4f6ddd49a49,3186,1256,13/12/2022 17:45:37
kubernetes-client/java,https://github.com/kubernetes-client/java,master,9de0eb8e8bf0519588d7b292307516a649a475e6,2675,1259,13/12/2022 17:45:37
OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,master,a82a4f85f0fc1af554a104f28cc495451b26b1f6,4767,1259,13/12/2022 17:45:37
camunda/camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,master,9f622774fd15dea06b019c074f5ddb7b300a5a3b,3036,1264,13/12/2022 17:45:37
se-edu/addressbook-level2,https://github.com/se-edu/addressbook-level2,master,157fcf19c6b73289dc4cc7b2dd1152bc2b8e197a,17,1268,13/12/2022 17:45:37
spring-guides/gs-spring-boot-docker,https://github.com/spring-guides/gs-spring-boot-docker,main,90f34977d90852e69b3068dc3328d75f444704ff,575,1268,13/12/2022 17:45:37
abstrakraft/android_build,https://github.com/abstrakraft/android_build,master,c059bc66e0a5a6f699f54780e3d478ab10ae114b,28,1272,13/12/2022 17:45:37
google-developer-training/android-fundamentals,https://github.com/google-developer-training/android-fundamentals,master,7a61db2e5d5deb38fded9d69bcebe6a3c152d198,635,1272,13/12/2022 17:45:37
woowacourse-precourse/java-bridge,https://github.com/woowacourse-precourse/java-bridge,main,f10425ea0f0387318d57601e109d63f946e9d39d,21,1275,13/12/2022 17:45:37
openaphid/android-flip,https://github.com/openaphid/android-flip,master,fbfbdbe101987525a4959e09e2fa914c5ced5398,2848,1276,13/12/2022 17:45:37
super30admin/DP-1,https://github.com/super30admin/DP-1,master,fb24b51227f35d56388f4be6339ccf9f8f2b3b51,1,1278,13/12/2022 17:46:03
fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,master,54c99ada707406919976380833431a5a428f8315,2745,1280,13/12/2022 17:45:37
baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,master,b00e0fe8c2b8d6f08607bfe2ab390c7cee8df274,3514,1282,13/12/2022 17:45:37
aritraroy/UltimateAndroidReference,https://github.com/aritraroy/UltimateAndroidReference,master,899e5800ab16b53a7ab2b2f6a8f6664fdfd738b5,7603,1282,13/12/2022 17:45:37
XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,master,881c18e09b3db3f04d3c420596b1ef1ec4535e45,5311,1284,13/12/2022 17:45:37
getodk/collect,https://github.com/getodk/collect,master,57873d0922db8cf9c2d551c5d2461fc17a43cf68,646,1285,13/12/2022 17:45:37
Exrick/xboot,https://github.com/Exrick/xboot,master,5277af0ea7db3cf085f8ef3be21329df5bb12cd9,3606,1290,13/12/2022 17:45:37
cabaletta/baritone,https://github.com/cabaletta/baritone,master,93501248cd92ae020003e80dc5f89dcaf4a4d4aa,5168,1291,13/12/2022 17:45:37
wiremock/wiremock,https://github.com/wiremock/wiremock,master,cdb6d6d3b1c9f1ac53302c93622a06c32ce06802,5265,1295,13/12/2022 17:45:37
CyanogenMod/android_frameworks_base,https://github.com/CyanogenMod/android_frameworks_base,cm-14.1,9d37d587aa2285513957fb204ce98856eafe797d,622,1295,13/12/2022 17:45:37
ybq/Android-SpinKit,https://github.com/ybq/Android-SpinKit,master,aa83e4d0a42c76eae15e8b18b79aa2a231cca5f8,8338,1298,13/12/2022 17:45:37
square/javapoet,https://github.com/square/javapoet,master,86d478ba7c9c8aa815e05caec18e23a119519ca5,9961,1300,13/12/2022 17:45:37
udacity/ud867,https://github.com/udacity/ud867,master,aa6a1338bccfa78f72eb3306eb5d7eeea53627f7,672,1303,13/12/2022 17:45:37
ysc/QuestionAnsweringSystem,https://github.com/ysc/QuestionAnsweringSystem,master,83f43625f1e0c2f4b72ebca7b0d8282fdf77c997,1889,1305,13/12/2022 17:44:48
jabedhasan21/java-hello-world-with-maven,https://github.com/jabedhasan21/java-hello-world-with-maven,master,bb842a690caca450cdd3851872a058b16830f89d,17,1305,13/12/2022 17:45:39
amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,master,c8db06f8252354fd33564c2e04e49a72593f4322,5602,1309,13/12/2022 17:44:48
junit-team/junit5-samples,https://github.com/junit-team/junit5-samples,main,3a2dc334535221fe99112aad18ace5f56ae7ba00,1372,1312,13/12/2022 17:44:48
GoogleContainerTools/jib,https://github.com/GoogleContainerTools/jib,master,5e787b580ddd59e419b87330f8e370692f8c22b2,12391,1313,13/12/2022 17:44:48
MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,develop,f95b815040c0e119b7f43c68bfad9466d2e006c4,3437,1313,13/12/2022 17:44:48
spring-projects/spring-kafka,https://github.com/spring-projects/spring-kafka,main,bdada69d673964b3d6054c1e9588aa93c80cb63d,1803,1314,13/12/2022 17:44:48
tbruyelle/RxPermissions,https://github.com/tbruyelle/RxPermissions,master,fd2b50fe8c11f4c62122d78ed4eda51463ae2fdf,10394,1315,13/12/2022 17:44:48
igniterealtime/Openfire,https://github.com/igniterealtime/Openfire,main,bda4ffab4217f76d2c1290650318441399f58e13,2574,1316,13/12/2022 17:44:48
prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,master,04fae8175fd034d0a7131f8cb253cae883a88aa2,5820,1318,13/12/2022 17:44:48
LaunchCodeEducation/java-exercises,https://github.com/LaunchCodeEducation/java-exercises,master,bbeefd43ab896c6969f290751d1b32dfaa1aaca9,4,1320,13/12/2022 17:44:48
citerus/dddsample-core,https://github.com/citerus/dddsample-core,master,a7eb5571d6d4c82133dcb80452f52e92d03b6f8f,4222,1321,13/12/2022 17:44:48
mercyblitz/geekbang-lessons,https://github.com/mercyblitz/geekbang-lessons,master,92a9748d05d1e411b59845fdda88247969784309,816,1322,13/12/2022 17:44:48
leolin310148/ShortcutBadger,https://github.com/leolin310148/ShortcutBadger,master,6d4ce808b0a1abe0ac31dc93d46a78ebecdebfbe,7233,1324,13/12/2022 17:44:48
super30admin/PreCourse-2,https://github.com/super30admin/PreCourse-2,master,6c5088800b6d13eb8538df6e57258dab9222fcea,9,1325,13/12/2022 17:45:41
robolectric/robolectric,https://github.com/robolectric/robolectric,master,6c664b34de71b1a4e0d209bae9fb7e9eebdb31dc,5577,1328,13/12/2022 17:44:48
ArthurHub/Android-Image-Cropper,https://github.com/ArthurHub/Android-Image-Cropper,master,2a4a425668bfff1329dd5bfb1b80b0829bb4cc67,6197,1328,13/12/2022 17:44:48
super30admin/Hashing-2,https://github.com/super30admin/Hashing-2,master,ebac1db12bb233d7f5a290d0ab6d7abaa2874b4c,3,1328,13/12/2022 17:44:48
szerhusenBC/jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,master,dcf718c67c0d403f78ee390c23715c3f5e6f5f4c,2959,1331,13/12/2022 17:44:48
will-che/flink-recommandSystem-demo,https://github.com/will-che/flink-recommandSystem-demo,master,3aa7e4b95c2627b031ef6c2779802239b074e780,3652,1331,13/12/2022 17:44:48
youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,master,563b68557efd32d7e506a6dc2f520a335a202316,4733,1334,13/12/2022 17:44:48
openjfx/samples,https://github.com/openjfx/samples,master,f44ca19e4178ee01663d7a2ae8a5da8e58eee1fa,492,1338,13/12/2022 17:44:48
testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,main,221a8dac14982b05b7823ef9b9ed13ba817911f4,6591,1343,13/12/2022 17:44:48
TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,release/4.0,f78324bc7ed78b13529b8bc7fe2e00ff450da9dc,4215,1344,13/12/2022 17:44:48
CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,master,76c018d7d898d61d9ce07a975c0056a36a5f9358,4644,1345,13/12/2022 17:44:48
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,master,c9c55504735fb8dcb6bd87e746a9c272290185f2,3936,1345,13/12/2022 17:44:48
flyway/flyway,https://github.com/flyway/flyway,main,9e8910a12770304385b1fdea1bb479f8b0afc376,6892,1347,13/12/2022 17:44:48
widdix/aws-cf-templates,https://github.com/widdix/aws-cf-templates,master,ec8a9477001ce9e7f56d8182c333586f690d7e86,2592,1348,13/12/2022 17:44:48
jfinal/jfinal,https://github.com/jfinal/jfinal,master,e5cb8d1374252a8c0ed936ab29a0f29a35dbc69f,3181,1352,13/12/2022 17:44:48
Nepxion/Discovery,https://github.com/Nepxion/Discovery,6.x.x,0224b7d9e1e1119797a8db63c53d8e1c66e08258,5079,1353,13/12/2022 17:44:48
nacos-group/nacos-examples,https://github.com/nacos-group/nacos-examples,master,5d458d55411ca37660706208d997681203290258,819,1353,13/12/2022 17:44:48
githubtraining/hellogitworld,https://github.com/githubtraining/hellogitworld,master,ef7bebf8bdb1919d947afe46ab4b2fb4278039b3,36,1358,13/12/2022 17:44:48
LandmarkTechnology/maven-enterprise-application,https://github.com/LandmarkTechnology/maven-enterprise-application,master,300dded738592b8a7a59eb6df40ae7eeb4d0ce0e,0,1526,13/12/2022 17:44:43
stylefeng/Guns,https://github.com/stylefeng/Guns,master,9597d2af9e972a8941c0efd8012537b2aec25ff3,3544,1572,13/12/2022 17:43:31
geoand/spring-cloud-microservice-example,https://github.com/geoand/spring-cloud-microservice-example,master,c8805df61fb80b737e43219bf78a376b9b68b3e5,19,1573,13/12/2022 17:43:31
aporter/coursera-android-labs,https://github.com/aporter/coursera-android-labs,master,3a9ce4d34f6fa5839dc65f004e6307efc9a7ea11,351,1579,13/12/2022 17:43:31
mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,master,6864be3efadf3a33793228c0ce721a72d7a78731,4321,1594,13/12/2022 17:43:31
java-native-access/jna,https://github.com/java-native-access/jna,master,9e7160e57a394ac650d5151a79d1703903173de8,7539,1607,13/12/2022 17:43:31
liquibase/liquibase,https://github.com/liquibase/liquibase,master,a3d7271f98d578f428b2be30439b2fb58dfa0dfa,3591,1615,13/12/2022 17:43:31
zhangkaitao/es,https://github.com/zhangkaitao/es,master,0c6b3cbb8ef26f29b32d164efb0d9d97dd7e497f,2153,1631,13/12/2022 17:43:31
LaunchCodeEducation/java-web-dev-exercises,https://github.com/LaunchCodeEducation/java-web-dev-exercises,master,077a0043aeccc2b882683afdcaf53fde771c1bcb,4,1659,13/12/2022 17:45:37
dataease/dataease,https://github.com/dataease/dataease,dev,a48ea79e9bb0e06eb2408830f5a8e071bbe508fd,8435,1662,13/12/2022 17:43:31
NanoHttpd/nanohttpd,https://github.com/NanoHttpd/nanohttpd,master,efb2ebf85a2b06f7c508aba9eaad5377e3a01e81,6472,1674,13/12/2022 17:43:31
katzer/cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,master,caff55ec758fdf298029ae98aff7f6a8a097feac,2542,1682,13/12/2022 17:43:31
daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,master,e318cabdef668de985efdcc45ca304e2ac6f58b5,5643,1689,13/12/2022 17:43:31
linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,master,6f5caa12cae4535d936a9b6d533e18640881966c,3630,1701,13/12/2022 17:43:31
apache/hudi,https://github.com/apache/hudi,master,2b6688944e7ddde3e2dbe5f8a2dfe029a610c926,3740,1721,13/12/2022 17:43:31
apache/groovy,https://github.com/apache/groovy,master,d47ed2d782b51a114a3106d0674cac0355eda137,4717,1781,13/12/2022 17:43:31
TechEmpower/FrameworkBenchmarks,https://github.com/TechEmpower/FrameworkBenchmarks,master,da4f2aef68b1fad13a1f572f2960a0dc7b1aa7eb,6736,1803,13/12/2022 17:43:31
apache/jmeter,https://github.com/apache/jmeter,master,2da0eb558c53ad0e4369fe310e3b460ba11d502f,6643,1806,13/12/2022 17:43:31
eclipse/jetty.project,https://github.com/eclipse/jetty.project,jetty-10.0.x,6e82e70edf6a106b9fd08ccfacd840efef8a95f9,3477,1833,13/12/2022 17:43:31
jagrosh/MusicBot,https://github.com/jagrosh/MusicBot,master,b76f6fa07c0e09307a561e2a957cd98129b72152,3555,1841,13/12/2022 17:43:31
yuanguangxin/LeetCode,https://github.com/yuanguangxin/LeetCode,master,75d8926232927f95375cda2b8f6a6beb53f27d21,6963,1881,13/12/2022 17:43:45
mit-cml/appinventor-sources,https://github.com/mit-cml/appinventor-sources,master,3d0ad63de092c6f41b96e9e794427ace4d151959,1229,1882,13/12/2022 17:43:31
bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,main,4ee60d631c5510bc224324801f7172b87a53b407,3080,1885,13/12/2022 17:43:45
JessYanCoding/AndroidAutoSize,https://github.com/JessYanCoding/AndroidAutoSize,master,e402ecdd998ea07549513ac08c12e9f097f3b48c,12784,1886,13/12/2022 17:43:45
HarlonWang/AVLoadingIndicatorView,https://github.com/HarlonWang/AVLoadingIndicatorView,master,841f98d230b14f0617e541a8b421f8dd96acd030,9673,1887,13/12/2022 17:43:31
firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,master,5b6c9f01f5a674d754d8e9b1242197fe040086e7,4463,1888,13/12/2022 17:43:45
Tencent/APIJSON,https://github.com/Tencent/APIJSON,master,38989bd7fc86884e0e41b156a23c13b005aca97c,14351,1891,13/12/2022 17:43:45
lzyzsd/JsBridge,https://github.com/lzyzsd/JsBridge,master,07a2843fc1422dd7688e72be15d42dde4898ef89,9182,1901,13/12/2022 17:43:45
yasserg/crawler4j,https://github.com/yasserg/crawler4j,master,68f5c1e4fb86542e74d31c0bcb4b1ae14ba2ea71,4342,1917,13/12/2022 17:43:45
MithunTechnologiesDevOps/maven-enterprise-application,https://github.com/MithunTechnologiesDevOps/maven-enterprise-application,master,94c62ffa20b4c743b2f6fb8dabd61db29a632ad2,2,1919,13/12/2022 17:44:46
signalapp/Signal-Server,https://github.com/signalapp/Signal-Server,main,a8834264029c399118441fd744411aae81653be0,7987,1923,13/12/2022 17:43:45
aa112901/remusic,https://github.com/aa112901/remusic,master,63d2e0ec42dad97cdfc1af9416d1460ddf33a4a8,6050,1926,13/12/2022 17:43:45
pxb1988/dex2jar,https://github.com/pxb1988/dex2jar,2.x,e938cf0b654f9a2d48f2e25f9f7b3a0341ec002f,10444,1928,13/12/2022 17:43:45
hongyangAndroid/AndroidAutoLayout,https://github.com/hongyangAndroid/AndroidAutoLayout,master,d0045f33d2a944bebbc07ab3d54a1c19b9d2963b,6688,1929,13/12/2022 17:43:31
twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,master,664d5e6929d1a744fb6b22dcd0050d98ccfa79d6,6376,1933,13/12/2022 17:43:45
datahub-project/datahub,https://github.com/datahub-project/datahub,master,b7a2ce5c00150d8f408b7eca562fa6b7af5ff0c2,6874,1937,13/12/2022 17:43:31
apache/doris,https://github.com/apache/doris,master,03e69d863e432815bbcd1a19cfb5cd0476f84d6c,6622,1937,13/12/2022 17:43:45
springframeworkguru/sfg-pet-clinic,https://github.com/springframeworkguru/sfg-pet-clinic,master,e074c0170fb9854c828d36f32abb16f9b0a0190f,206,1938,13/12/2022 17:43:45
WebJournal/journaldev,https://github.com/WebJournal/journaldev,master,67e03a82a7ac9d05807de931204ae49d97033ace,1173,1940,13/12/2022 17:43:45
Netflix/conductor,https://github.com/Netflix/conductor,main,21abd2f1447d012837d124919770d1c54e812d25,7440,1943,13/12/2022 17:43:45
baomidou/mybatis-plus-samples,https://github.com/baomidou/mybatis-plus-samples,master,370504d0c300c9fc7ed02ffdd41bc70342fd3e18,1885,1947,13/12/2022 17:43:45
netgloo/spring-boot-samples,https://github.com/netgloo/spring-boot-samples,master,065c82a9f7702de1c751f7980672c2eb0e6c33c1,1454,1959,13/12/2022 17:43:45
pedant/sweet-alert-dialog,https://github.com/pedant/sweet-alert-dialog,master,770bb183fb4fc7311b60392b470c508a0a4df16e,7263,1964,13/12/2022 17:43:45
geoserver/geoserver,https://github.com/geoserver/geoserver,main,7a44afbe4a71ffcc7cf1be9ffb993b718b99e5ab,2949,1967,13/12/2022 17:43:45
cucumber/cucumber-jvm,https://github.com/cucumber/cucumber-jvm,main,07bf5de87ff4b5a130c88ab1d2d3d3947529bdcf,2518,1974,13/12/2022 17:43:45
zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,main,97c40614acd85a428ebcc45849118a88e4d18596,10254,1977,13/12/2022 17:43:45
eclipse-vertx/vert.x,https://github.com/eclipse-vertx/vert.x,master,ffc7d14720b0b0ff8263f5ff11e2d17412dd1893,13295,1979,13/12/2022 17:43:45
zo0r/react-native-push-notification,https://github.com/zo0r/react-native-push-notification,master,fcf40a05175bb79fb5fdfe2ac31bb797bc5008bc,6521,1982,13/12/2022 17:43:45
react-native-image-picker/react-native-image-picker,https://github.com/react-native-image-picker/react-native-image-picker,main,ca08fe53c127bc148a91857e474ccdb8e4289071,7837,1984,13/12/2022 17:43:45
dromara/Sa-Token,https://github.com/dromara/Sa-Token,dev,57d2843f9049e21703746eb22704033a85cdb05f,10995,1988,13/12/2022 17:43:45
FIRST-Tech-Challenge/FtcRobotController,https://github.com/FIRST-Tech-Challenge/FtcRobotController,master,0879b4797f7c9664731c9306926f713ef4ddfe5d,360,1994,13/12/2022 17:43:45
JabRef/jabref,https://github.com/JabRef/jabref,main,513d3aa09590e2dd0fd192d361a20bb2521c3e4f,2832,1997,13/12/2022 17:43:44
wyouflf/xUtils3,https://github.com/wyouflf/xUtils3,master,c8e6fd6623e916ceb22ad37cd9cef2e5344ffc70,5950,2002,13/12/2022 17:43:44
amitshekhariitbhu/android-interview-questions,https://github.com/amitshekhariitbhu/android-interview-questions,master,81a2eb850f83ea09c1499898af36770b20df09a1,9537,2016,13/12/2022 17:43:31
debezium/debezium,https://github.com/debezium/debezium,main,de7d84b172d4f268afd6d1e44a153e25fca16196,7883,2019,13/12/2022 17:43:44
singwhatiwanna/dynamic-load-apk,https://github.com/singwhatiwanna/dynamic-load-apk,master,bbd3bfa84c3a26cc89615a7539aef3ac4e9491e5,5983,2020,13/12/2022 17:43:44
sohutv/cachecloud,https://github.com/sohutv/cachecloud,main,a5ed659a1af308e49156e8b2f862daefbd8b48c7,7257,2033,13/12/2022 17:43:44
Wizcorp/phonegap-facebook-plugin,https://github.com/Wizcorp/phonegap-facebook-plugin,master,544cc06b0968b32dae4a8f97c1b01a3d5c74a1b6,1900,2042,13/12/2022 17:43:44
apache/dubbo-admin,https://github.com/apache/dubbo-admin,develop,3ae9dfa82c844ee3b76c234fa85203164b983ecc,3694,2045,13/12/2022 17:43:44
Freelander/Android_Data,https://github.com/Freelander/Android_Data,master,df3d108a95de1a6b7198fd14fd7234b62af19b16,8562,2048,13/12/2022 17:43:44
metersphere/metersphere,https://github.com/metersphere/metersphere,main,bb5658bebb9f8deb70714eb221d1c3a5d818e405,8600,2049,13/12/2022 17:43:31
quarkusio/quarkus,https://github.com/quarkusio/quarkus,main,8ba65e5d2dac646137be9d6c39d0320694ceb051,11111,2058,13/12/2022 17:43:44
jhy/jsoup,https://github.com/jhy/jsoup,master,eabfcdd25d3d1604baaa78d585ea671540a45adf,9884,2059,13/12/2022 17:43:44
zhihu/Matisse,https://github.com/zhihu/Matisse,master,21591aebe73a56435d84afc7b5cd50ea7ae2a6b8,12361,2060,13/12/2022 17:43:44
vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,4.x,c264d642e701f3ed5a7b102a5accff67b12e99ae,3357,2087,13/12/2022 17:43:44
trinodb/trino,https://github.com/trinodb/trino,master,cd8eac64e3e427be45fc5df5b5a61110245479ec,6837,2090,13/12/2022 17:43:44
Yalantis/uCrop,https://github.com/Yalantis/uCrop,develop,63dda2e17138ed1b6b91a1dd83224452e7c51f6c,11375,2092,13/12/2022 17:43:44
ksoichiro/Android-ObservableScrollView,https://github.com/ksoichiro/Android-ObservableScrollView,master,47a5fb2db5e93d923a8c6772cde48bbb7d932345,9608,2095,13/12/2022 17:43:44
GcsSloop/AndroidNote,https://github.com/GcsSloop/AndroidNote,master,21ba33e3d40c7f462d3c7c90322f4318060fe3ff,8784,2095,13/12/2022 17:43:44
brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,master,ce3eb9ce51c84ee9e236998cdd2cefaeb96798a8,4340,2096,13/12/2022 17:43:44
spring-projects/spring-batch,https://github.com/spring-projects/spring-batch,main,2c863bf7eada75801ac327acbbaaf480e7b0b7d0,2254,2099,13/12/2022 17:43:31
doocs/jvm,https://github.com/doocs/jvm,main,ae2c81d9e4599daaf8512de116b2cb8c5639f67c,9150,2101,13/12/2022 17:43:44
yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,master,77bd421e6ae874943291867edde0a371fe09fb0c,5273,2105,13/12/2022 17:43:44
liferay/liferay-plugins,https://github.com/liferay/liferay-plugins,7.0.x,7f30e96055826fc7971f3f6a424f75fbed1cd3b3,513,2107,13/12/2022 17:43:44
bilibili/DanmakuFlameMaster,https://github.com/bilibili/DanmakuFlameMaster,master,e2846461a09e33720a049f628f09c653f55531f0,9383,2120,13/12/2022 17:43:31
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core,master,1cfb832d2a92a92a744db84b6889a06b59ea117d,7101,2128,13/12/2022 17:43:44
orhanobut/logger,https://github.com/orhanobut/logger,master,c64a72c2ce3d0fcdebe829b091e3a530c94ca6bd,13476,2132,13/12/2022 17:43:44
LaunchCodeEducation/techjobs-console-java,https://github.com/LaunchCodeEducation/techjobs-console-java,master,a11b40c9930a022b9aac5c4ca712d2a5e78c4d5e,5,2139,13/12/2022 17:43:31
spring-guides/gs-rest-service,https://github.com/spring-guides/gs-rest-service,main,6875a5599cd7207c34dbf715e69dbac9e0e22d51,1203,2142,13/12/2022 17:43:44
tarunsinghofficial/HacktoberFest,https://github.com/tarunsinghofficial/HacktoberFest,main,15bd7206c469170626b8a4b15ef180d3afc7cc77,352,2148,13/12/2022 17:43:31
YoKeyword/Fragmentation,https://github.com/YoKeyword/Fragmentation,androidx,0394930a3e2368f210df31f2632fb89b9c44e121,9728,2148,13/12/2022 17:43:31
kekingcn/kkFileView,https://github.com/kekingcn/kkFileView,master,0a1fb6d9833a617a25fd970a8ea323e7172599eb,7801,2149,13/12/2022 17:43:43
TechPrimers/jenkins-example,https://github.com/TechPrimers/jenkins-example,master,03df67aeee07fa96c3bd8660b8f69fb1221fbd29,67,2154,13/12/2022 17:43:44
wildfly/wildfly,https://github.com/wildfly/wildfly,main,f6306db459fc7bead81c94a91107ee0a10c209fe,2805,2157,13/12/2022 17:43:43
airbytehq/airbyte,https://github.com/airbytehq/airbyte,master,cb26ce546f3cd4aa68b458f431d56c0c8d137908,8880,2158,13/12/2022 17:43:43
naman14/Timber,https://github.com/naman14/Timber,master,b53a7d54682e100acaefb41cd181b40f5db59f64,6772,2162,13/12/2022 17:43:43
lingochamp/FileDownloader,https://github.com/lingochamp/FileDownloader,master,6237a8cac174bcc916e4342b14ab1ab72a5768d4,10699,2167,13/12/2022 17:43:43
java-decompiler/jd-gui,https://github.com/java-decompiler/jd-gui,master,b3c1ced04e571fc316648d114ff0c8121e051d8f,11955,2174,13/12/2022 17:43:43
kubesphere/devops-java-sample,https://github.com/kubesphere/devops-java-sample,master,551ce2dbf916d19548b5bdb5ab25c3d102a54e05,111,2176,13/12/2022 17:43:31
doocs/source-code-hunter,https://github.com/doocs/source-code-hunter,main,29afcd086e2f606d140145354b451e746f73ce70,11188,2177,13/12/2022 17:43:43
traccar/traccar,https://github.com/traccar/traccar,master,a87c77da9e8d39856e2a16ae3d3aa385e068a1e8,3846,2180,13/12/2022 17:43:43
thombergs/code-examples,https://github.com/thombergs/code-examples,master,f3f3e622e204ced588baa2b71d688ca5c087a91e,2042,2184,13/12/2022 17:43:43
hellokoding/hellokoding-courses,https://github.com/hellokoding/hellokoding-courses,master,261d52924c69a6a63a88ee3c1be1bf32a7615ce2,642,2186,13/12/2022 17:43:43
projectlombok/lombok,https://github.com/projectlombok/lombok,master,731bb185077918af8bc1e6a9e6bb538b2d3fbbd8,11657,2193,13/12/2022 17:43:43
981011512/--,https://github.com/981011512/--,master,6419a402d4cd23381066da99589cc990014099e0,3735,2194,13/12/2022 17:43:43
java8/Java8InAction,https://github.com/java8/Java8InAction,master,4786c46a24e2f7d0a749d34d585bb2c1d9f64c53,3096,2210,13/12/2022 17:43:43
Curzibn/Luban,https://github.com/Curzibn/Luban,master,d1fca89f2564e995cbdd9defb8000e5212ab5000,13123,2213,13/12/2022 17:43:43
