Name,Link,Default Branch,SHA,Stargazers Count,Forks Count,Date
LaunchCodeEducation/cheese-mvc-persistent,https://github.com/LaunchCodeEducation/cheese-mvc-persistent,master,67bd5af6f9c820749f606f188462ece07aaf2942,2,998,13/12/2022 17:45:47
LuckyZXL2016/Movie_Recommend,https://github.com/LuckyZXL2016/Movie_Recommend,master,ec1b3ca029ce8d52f0903615773abfc18ec970b1,2321,998,13/12/2022 17:45:47
playgameservices/android-basic-samples,https://github.com/playgameservices/android-basic-samples,master,f6a39dfcac2f37c2586626057fb79bec7b610211,952,999,13/12/2022 17:45:47
docker-java/docker-java,https://github.com/docker-java/docker-java,master,079797ffb278a48ebc5db6d1032f36f0f1ec7243,2450,1001,13/12/2022 17:45:47
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,master,68df81cf844a20f4c3489ae9b70acc861abf926a,7944,1001,13/12/2022 17:45:47
apache/pinot,https://github.com/apache/pinot,master,bb123964063e894f00b1c57578f5e97d5c177c26,4328,1001,13/12/2022 17:45:48
javaparser/javaparser,https://github.com/javaparser/javaparser,master,3e0b31627e45dfb4ebdd600174a0b20d09c7afb2,4462,1002,13/12/2022 17:45:47
super30admin/Trees-3,https://github.com/super30admin/Trees-3,master,3d21d30d8ff3a14b592f84b9a5986b3c0ad72e30,2,1003,13/12/2022 17:45:53
confluentinc/ksql,https://github.com/confluentinc/ksql,master,849a57039332812b105b8ca67dc4cbbf292c3cdc,5329,1005,13/12/2022 17:45:47
spring-projects/spring-integration,https://github.com/spring-projects/spring-integration,main,ab1254dcf8e1f24e8cbc4ee7e6af088ac2e81e68,1354,1005,13/12/2022 17:45:47
lendylongli/qianghongbao,https://github.com/lendylongli/qianghongbao,master,291276fd9477b71af2b1176c3ce6aa8bcbc4f994,2070,1005,13/12/2022 17:45:47
SpringCloud/spring-cloud-code,https://github.com/SpringCloud/spring-cloud-code,master,bca58f0b8069d9afa71bc18621cf825cb941d67f,1886,1006,13/12/2022 17:45:48
markzhai/AndroidPerformanceMonitor,https://github.com/markzhai/AndroidPerformanceMonitor,master,ed688391cdf95742892ce61494736667cf5baf08,6471,1007,13/12/2022 17:45:48
commons-app/apps-android-commons,https://github.com/commons-app/apps-android-commons,master,d0871dd2c41495d7f9c4b34b6c35c3c910d13854,793,1010,13/12/2022 17:45:48
k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub,development,fb7053da2079b624d6129ef81370a9d5774bcb9a,5640,1011,13/12/2022 17:45:48
jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,master,cf220e5265de08214e56a947d47e4871aeda8c14,2843,1012,13/12/2022 17:45:48
rstudio/rstudio,https://github.com/rstudio/rstudio,main,367719640d9ab47640cd324025ad595d4d638f6c,4133,1014,13/12/2022 17:45:48
NeilAlishev/SpringCourse,https://github.com/NeilAlishev/SpringCourse,master,3ad91946ac138f54e930a13ca57bde06cedf17f6,301,1015,13/12/2022 17:45:47
bcgit/bc-java,https://github.com/bcgit/bc-java,master,e512f006dcba188a37641148a0780118b2ebe5f5,1826,1015,13/12/2022 17:45:48
alipay/SoloPi,https://github.com/alipay/SoloPi,master,ac684afdb1eb654dc27a2710e3c1e5ac25a9c43d,5035,1017,13/12/2022 17:45:48
jenkinsci/git-plugin,https://github.com/jenkinsci/git-plugin,master,9fcc996aad343b750feba2b87053c6fbb5b24318,639,1017,13/12/2022 17:45:48
bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,master,c5bfc787ad28b2e59e02b1c0b88c83205e1a8419,4303,1019,13/12/2022 17:45:48
avjinder/Minimal-Todo,https://github.com/avjinder/Minimal-Todo,master,83bf4c6f56b808149481b0c4b5a88e8a2215e16b,2108,1019,13/12/2022 17:45:48
ximsfei/Android-skin-support,https://github.com/ximsfei/Android-skin-support,master,3eaa81f5999342018186fb28a2d915fc8605e4c4,5973,1020,13/12/2022 17:45:48
kenken64/StackAnnotationMaven,https://github.com/kenken64/StackAnnotationMaven,master,23ba7954f6c6448fb347b0fcc5fee8cf64092a51,1,1027,13/12/2022 17:44:39
HenrikDA/blynk-server,https://github.com/HenrikDA/blynk-server,master,fb886d23017a66b3a145f4bdf377601a7b605ed5,16,1029,13/12/2022 17:45:48
johannilsson/android-pulltorefresh,https://github.com/johannilsson/android-pulltorefresh,master,ccd0c71a4b291a5ad4673081dfbb72877fb3b346,2478,1050,13/12/2022 17:44:46
FIRST-Tech-Challenge/SkyStone,https://github.com/FIRST-Tech-Challenge/SkyStone,master,e56ec3754063fa08358969026d83e84a6a9e2fbd,267,1052,13/12/2022 17:44:46
dreamhead/moco,https://github.com/dreamhead/moco,master,d99495504aae3d9fc751437e4e2e923078360be5,4091,1052,13/12/2022 17:44:46
liyiorg/weixin-popular,https://github.com/liyiorg/weixin-popular,2.8.x,864994ee4841b08535db3ea6062489663adb672f,2445,1052,13/12/2022 17:44:46
googleapis/google-cloud-java,https://github.com/googleapis/google-cloud-java,main,59d6637b1bdadcc5e95f9bbba291426dca48b294,1674,1053,13/12/2022 17:44:46
fuzhengwei/small-spring,https://github.com/fuzhengwei/small-spring,main,c54bff9198ffda8d27d1152281445c5ea008902b,3568,1053,13/12/2022 17:44:46
lucasr/twoway-view,https://github.com/lucasr/twoway-view,master,e563d319c9166a3d039ce43d5f36df67c1e8fc5a,5257,1053,13/12/2022 17:44:46
SpigotMC/BungeeCord,https://github.com/SpigotMC/BungeeCord,master,e71767688d81ebff2b913920a04c5a958b57e4d9,1314,1055,13/12/2022 17:44:46
geotools/geotools,https://github.com/geotools/geotools,main,29394a11ce3128a625f5251abeb9b0b09cc0105b,1386,1056,13/12/2022 17:45:45
didi/KnowStreaming,https://github.com/didi/KnowStreaming,master,1c4fbef9f2dd7250be71108c44111218c907b4cb,5536,1056,13/12/2022 17:45:45
awslabs/aws-sdk-android-samples,https://github.com/awslabs/aws-sdk-android-samples,main,c43945662fe15669bd8ed3ae0afc96ece3d83170,1007,1057,13/12/2022 17:44:46
google/cameraview,https://github.com/google/cameraview,master,68947cc1643e7434250e099f38f346eae9c46339,4749,1058,13/12/2022 17:44:46
fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,master,3a78d2219a4cf5bc972cdc59a8f84349fda277c6,3282,1059,13/12/2022 17:44:46
huanzi-qch/base-admin,https://github.com/huanzi-qch/base-admin,master,752d80a6a946880377e05945e5fab633e2f718a2,2198,1059,13/12/2022 17:44:46
201206030/novel-plus,https://github.com/201206030/novel-plus,develop_xxy,2f5002f673834243c70b90840206d66ca524a303,2791,1059,13/12/2022 17:44:46
se-edu/addressbook-level1,https://github.com/se-edu/addressbook-level1,master,20c37d37f59adba9e7a9b984b12c8610b02524a6,13,1060,13/12/2022 17:44:46
LaunchCodeEducation/techjobs-oo,https://github.com/LaunchCodeEducation/techjobs-oo,master,2323fa6a4956a3e39f260d5afc12a0be5d8736fb,1,1061,13/12/2022 17:44:46
crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,master,b47197626804a742b8569cad50d5e0ed92fc765c,5343,1062,13/12/2022 17:44:46
federicoiosue/Omni-Notes,https://github.com/federicoiosue/Omni-Notes,develop,9710b242848ed7e5c5c9d94a85c0a60691afac41,2487,1062,13/12/2022 17:45:43
koush/ion,https://github.com/koush/ion,master,2e48671fb865e993f714b5ffed16e82aed6d04fb,6299,1063,13/12/2022 17:44:46
sshahine/JFoenix,https://github.com/sshahine/JFoenix,master,a1be87d91d578e7799bc308b3b1bbe1d742a020d,6029,1064,13/12/2022 17:44:46
rengwuxian/MaterialEditText,https://github.com/rengwuxian/MaterialEditText,master,f6e9fa42213cda552764c2a63f93a1464fa91d04,6123,1066,13/12/2022 17:44:46
saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,master,985b3a1c27fefbb547376797082efb42b07d9052,4749,1069,13/12/2022 17:44:46
Konloch/bytecode-viewer,https://github.com/Konloch/bytecode-viewer,master,c8e9ac9e7be4ac7e58114a0b067edbb989253003,13407,1070,13/12/2022 17:45:43
ethereum/ethereumj,https://github.com/ethereum/ethereumj,develop,200882753ee7c1a516d72b22cc5073055aa0c978,2121,1071,13/12/2022 17:44:46
pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,master,08c6335cd7324c6e72da536b0c6fffa5a798f6a2,4711,1071,13/12/2022 17:44:46
renrenio/renren-security,https://github.com/renrenio/renren-security,master,d492800bb364c8f054461a18ad10f0eb7162f675,1948,1072,13/12/2022 17:44:46
confluentinc/kafka-streams-examples,https://github.com/confluentinc/kafka-streams-examples,7.1.1-post,7e7c6bc2989849512a327499a74c8117539cfcd3,2094,1073,13/12/2022 17:45:43
reactor/reactor-core,https://github.com/reactor/reactor-core,main,13f88e4d05febe7026ee1a0b57bb41ac1a7983c9,4375,1074,13/12/2022 17:45:43
PraktikumJava/m1-t6-decoder,https://github.com/PraktikumJava/m1-t6-decoder,master,ce63dc55c706d51635805be18b784d2194fc4700,1,1074,13/12/2022 17:45:48
Bukkit/Bukkit,https://github.com/Bukkit/Bukkit,master,f210234e59275330f83b994e199c76f6abd41ee7,2238,1076,13/12/2022 17:44:46
MarkerHub/vueblog,https://github.com/MarkerHub/vueblog,master,c042ee4a37e865c08addc680af26428de7e8ed89,2552,1078,13/12/2022 17:45:43
LaunchCodeEducation/spa-day-starter-code,https://github.com/LaunchCodeEducation/spa-day-starter-code,starter-master,dfc5811f9bcc817e2d19982bea81bd1ce6ed00e4,0,1079,13/12/2022 17:44:42
alibaba/dexposed,https://github.com/alibaba/dexposed,master,d1082567d6dc1de814b9ed2e9a3a63285a552bf9,4452,1079,13/12/2022 17:44:46
google/google-api-java-client-samples,https://github.com/google/google-api-java-client-samples,master,77df77430252f30c7a456a914d3ab3bfdc91ed9a,734,1079,13/12/2022 17:45:43
Nightonke/CoCoin,https://github.com/Nightonke/CoCoin,master,5566b054856db7e25cd6b3dd54ccf96461b32699,2777,1080,13/12/2022 17:44:46
yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,master,69aa14d05da09beaeb880240c62f7de6f4f1bb39,5391,1080,13/12/2022 17:45:43
h2database/h2database,https://github.com/h2database/h2database,master,91d27c0bb4891c3eb6e70eea1abd8b7ffc517cb0,3539,1082,13/12/2022 17:44:46
jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,master,076f2490a502427d069fa3c628bca99b5c1e8ff9,3232,1082,13/12/2022 17:44:46
fossasia/susi_server,https://github.com/fossasia/susi_server,development,230d679cf18d0b6c1889cefd2cc1697810c8ec58,2431,1083,13/12/2022 17:44:46
amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,master,a7d4dc79e649c41734cb17cd2f8784d6b43badb3,4979,1088,13/12/2022 17:45:43
Baeldung/spring-security-registration,https://github.com/Baeldung/spring-security-registration,master,1ca17c4a8ea80f10d679a7ac9c4760bdb2847f68,1422,1089,13/12/2022 17:45:43
li-xiaojun/XPopup,https://github.com/li-xiaojun/XPopup,master,ec68893050d3a076025e781914b79e36055213f3,6807,1089,13/12/2022 17:45:43
traex/RippleEffect,https://github.com/traex/RippleEffect,master,df5f9e4456eae8a8e98e2827a3c6f9e7185596e1,4950,1095,13/12/2022 17:45:43
GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,master,0c0a5e1970fd9454a02a3a2f9a415be2757f99dc,3333,1097,13/12/2022 17:45:44
google-developer-training/android-advanced,https://github.com/google-developer-training/android-advanced,master,a825ec68a528f5f6de5460f2cc25c6b19ba252ca,1060,1097,13/12/2022 17:45:44
PraktikumJava/m1-t12-code-style,https://github.com/PraktikumJava/m1-t12-code-style,master,d41c92c1928ba2bb8c934f328b6d924bc824760f,2,1098,13/12/2022 17:45:43
jdamcd/android-crop,https://github.com/jdamcd/android-crop,master,f4b2d25a0508f45b1b961064a9b3e4a8ae30227c,4538,1098,13/12/2022 17:45:44
haifengl/smile,https://github.com/haifengl/smile,master,f205a805a41569ad9ed2b07d08aa89f90f15ce29,5635,1100,13/12/2022 17:45:44
cSploit/android,https://github.com/cSploit/android,develop,3679ca5b40e687c8618d9b9fa58f50164e8168e5,2945,1101,13/12/2022 17:45:44
microservices-patterns/ftgo-application,https://github.com/microservices-patterns/ftgo-application,master,558dfc53b11d30a5f1d995c0c6d58d5106c28189,2794,1103,13/12/2022 17:45:44
davemorrissey/subsampling-scale-image-view,https://github.com/davemorrissey/subsampling-scale-image-view,master,173e421fdbfa971fe8db2d943c1bd758ce679d24,7429,1103,13/12/2022 17:45:44
chrisjenx/Calligraphy,https://github.com/chrisjenx/Calligraphy,master,085e441954d787bd4ef31f245afe5f2f2a311ea5,8603,1104,13/12/2022 17:45:44
sarxos/webcam-capture,https://github.com/sarxos/webcam-capture,master,fdfcaea80c8f50eeb8f7c24475ff85a3c1fdcb32,2071,1104,13/12/2022 17:45:44
litesuits/android-common,https://github.com/litesuits/android-common,master,4aa89fdf605c7f9d1f5a50f97212f1d4756450ad,3625,1105,13/12/2022 17:45:44
JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,master,72dc4128e5262b9cca00fcb8f0815ad6d73794bf,4683,1107,13/12/2022 17:45:44
prometheus/jmx_exporter,https://github.com/prometheus/jmx_exporter,main,b6b811b4aae994e812e902b26dd41f29364c0e2b,2475,1107,13/12/2022 17:45:44
stormzhang/9GAG,https://github.com/stormzhang/9GAG,master,90bedc9fcc74d9e9744760c1266211635654fe1a,2150,1107,13/12/2022 17:45:44
yanzhenjie/AndPermission,https://github.com/yanzhenjie/AndPermission,master,00bedd6a3a939ce6dab22885723699025c63377b,6589,1109,13/12/2022 17:45:44
mkyong/spring3-mvc-maven-xml-hello-world,https://github.com/mkyong/spring3-mvc-maven-xml-hello-world,master,bda3ebc5d3564964d72d4748db33fc3088d6de54,40,1109,13/12/2022 17:46:03
aliyun/aliyun-openapi-java-sdk,https://github.com/aliyun/aliyun-openapi-java-sdk,master,12ef8a0df692ea214c8c8ed5768c02102a7c18d1,1326,1110,13/12/2022 17:45:44
LaunchCodeEducation/junit-studio-lc101,https://github.com/LaunchCodeEducation/junit-studio-lc101,master,71efa5ca7a4dab84db7eb6efc427231044e372c5,0,1129,13/12/2022 17:44:40
jglick/simple-maven-project-with-tests,https://github.com/jglick/simple-maven-project-with-tests,master,3748ac65b450e23c95c43a96c0139ff0c38da617,21,1137,13/12/2022 17:45:44
LandmakTechnology/spring-boot-docker,https://github.com/LandmakTechnology/spring-boot-docker,master,0dc8ef3413fed6f5da1a00076cb20e3c26e310b2,5,1139,13/12/2022 17:45:44
LandGrey/SpringBootVulExploit,https://github.com/LandGrey/SpringBootVulExploit,master,0fdbb4409fc0acc74c787f5003166c7182fff9df,4625,1152,13/12/2022 17:45:41
facebook/stetho,https://github.com/facebook/stetho,main,7c4dc8de4deb28c012b199ef52b9b5c7ad626793,12610,1152,13/12/2022 17:45:41
baichengzhou/SpringMVC-Mybatis-Shiro-redis-0.2,https://github.com/baichengzhou/SpringMVC-Mybatis-Shiro-redis-0.2,master,ce2a2c30a35da487e4bacef441a71bfcca878dfb,1776,1154,13/12/2022 17:45:41
android/connectivity-samples,https://github.com/android/connectivity-samples,main,041b4d249a27d38bb48f3d732a9852205776cbc2,1258,1154,13/12/2022 17:45:41
plutext/docx4j,https://github.com/plutext/docx4j,VERSION_11_4_8,eec23f7cdb7c7e89d9b90bb81dfd3ff5c0f5ad9a,1845,1155,13/12/2022 17:45:41
xubinux/xbin-store,https://github.com/xubinux/xbin-store,master,b26c7142eaef948f27e05a8252ea11e5600c4f01,2132,1155,13/12/2022 17:45:41
kiegroup/jbpm,https://github.com/kiegroup/jbpm,main,624ffd184a2c01735db7555b99d51dd6817f21b9,1415,1155,13/12/2022 17:45:41
PraktikumJava/m1-t6-jar,https://github.com/PraktikumJava/m1-t6-jar,master,dbfe56110e240be77ef59b32c18368cabd044341,3,1156,13/12/2022 17:45:45
hapifhir/hapi-fhir,https://github.com/hapifhir/hapi-fhir,master,c03129f54501c4d504df1616a205e2425cbaae4b,1599,1157,13/12/2022 17:45:41
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,master,97739f6690a7676b62f0eb1246ae195ac98df4e2,4778,1158,13/12/2022 17:45:41
ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,master,b61e6ae4320d5bf63d803ed0ccc33894d854539b,2965,1158,13/12/2022 17:45:41
Twitter4J/Twitter4J,https://github.com/Twitter4J/Twitter4J,main,d899f3f6a384c197f9e198fde5d966248ee30971,2685,1160,13/12/2022 17:45:41
resilience4j/resilience4j,https://github.com/resilience4j/resilience4j,master,8d6dbda9519fa7ee86190b33b93206591fb6c681,8460,1160,13/12/2022 17:45:41
brianway/springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,master,36c0cddd3ec62bdd3fc33b6e9c5f951fec53f417,2840,1160,13/12/2022 17:45:41
gabrielf/maven-samples,https://github.com/gabrielf/maven-samples,master,4d47c7d9bd4ca5ea765d78c76020dd71cf133e8b,24,1162,13/12/2022 17:45:41
DSpace/DSpace,https://github.com/DSpace/DSpace,main,ec0853ddad290f20cf4b7d647891df2011f1eafb,691,1163,13/12/2022 17:45:41
Javen205/IJPay,https://github.com/Javen205/IJPay,dev,a04672f046b7a57a44d41477ee7b361b195c58a4,4168,1163,13/12/2022 17:45:41
Netflix/SimianArmy,https://github.com/Netflix/SimianArmy,master,e8eb9f3bad23962d03db4af936abeeabd8b4071b,7905,1164,13/12/2022 17:45:41
peterarsentev/games_oop_javafx,https://github.com/peterarsentev/games_oop_javafx,master,e8572725801c7c8c05149699ec4398bc36930635,121,1165,13/12/2022 17:45:41
lets-blade/blade,https://github.com/lets-blade/blade,v2.1.3,b06620a26c415d27387bebdaedd29d74a6357f0d,5715,1167,13/12/2022 17:45:41
sphinx02/AppStarter,https://github.com/sphinx02/AppStarter,master,c8afc2f542a02eff2378d2aecae54b9f6908aacd,475,1168,13/12/2022 17:45:41
tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,develop,1deced651a7605d543e23018af675d9fa90ff859,3198,1169,13/12/2022 17:45:40
JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,master,08a92fcd7b4f7f21d032cdcafd51cfbc16cd8c67,4078,1171,13/12/2022 17:45:40
ververica/flink-cdc-connectors,https://github.com/ververica/flink-cdc-connectors,master,2e3f086553310cf2ddf01bd349bb3122a6f19719,3352,1174,13/12/2022 17:45:40
google/auto,https://github.com/google/auto,main,0436f53b62f3d29cbc95db0d1d4adeee6746beca,9966,1174,13/12/2022 17:45:41
a-thomas/android-bootstrap,https://github.com/a-thomas/android-bootstrap,master,e13e8bad20ff1388b715352ec31be1d35ed6a394,2,1175,13/12/2022 17:45:40
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,master,2ebc0c02a5d66a1d05b7de82a10a9e1dc3007aae,5404,1175,13/12/2022 17:45:40
qos-ch/logback,https://github.com/qos-ch/logback,master,bba7a908c87a4a483860f6d49695ec2348c56e49,2603,1175,13/12/2022 17:45:40
zhanghai/Douya,https://github.com/zhanghai/Douya,master,14d2f3e6760ba4659db0d1c602159719e2c8b78b,4531,1175,13/12/2022 17:45:40
super30admin/DP-2,https://github.com/super30admin/DP-2,master,fff843dbe0da3bd38bfb1daa11bd955c3fb8fe21,3,1175,13/12/2022 17:45:40
hongyangAndroid/FlowLayout,https://github.com/hongyangAndroid/FlowLayout,master,d41af189c038ab899bdfb22a1e33462bd8c629e8,5565,1177,13/12/2022 17:45:40
wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,master,ce152b910a59c66863baa68b007ac67e6b9de671,5944,1178,13/12/2022 17:45:40
mbarrben/android-stickyheaderswipelistview,https://github.com/mbarrben/android-stickyheaderswipelistview,master,bc386eeade9e3ce1140f768bfecbdef1f75bb381,38,1179,13/12/2022 17:45:40
zhangxd1989/spring-boot-cloud,https://github.com/zhangxd1989/spring-boot-cloud,master,e3966d7cefa4fa429d13bbc8de7f4dafbae0de35,2063,1179,13/12/2022 17:45:40
Nightonke/BoomMenu,https://github.com/Nightonke/BoomMenu,master,e20b5ea52d67679968c6950b40fb7430f574cb71,5765,1179,13/12/2022 17:45:40
BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce,develop-6.2.x,cc503c818278c097d3703c25da1b8edd2d746c3f,1567,1181,13/12/2022 17:45:40
qii/weiciyuan,https://github.com/qii/weiciyuan,0.50,b8f4de854b12c4160a850c2217c779609c5eb445,2635,1181,13/12/2022 17:45:40
super30admin/Two-Pointers-1,https://github.com/super30admin/Two-Pointers-1,master,eb822d590732487b579e1a3d59dd3b533f5a091c,2,1187,13/12/2022 17:44:42
eoecn/android-app,https://github.com/eoecn/android-app,master,79611f31f71492483dcf23733d5c161b8db69038,1179,1189,13/12/2022 17:45:40
LSPosed/LSPosed,https://github.com/LSPosed/LSPosed,master,673d97573c2eb5433e66fa1c27042ccdc1601721,7817,1189,13/12/2022 17:45:40
code4craft/netty-learning,https://github.com/code4craft/netty-learning,master,73fd879a7dbc159a63157a6d91891b7e74783bbe,3448,1190,13/12/2022 17:45:40
codingXiaxw/seckill,https://github.com/codingXiaxw/seckill,master,fd24d99d232424cd141e64600b277fb8cf3950e2,2192,1190,13/12/2022 17:45:40
super30admin/Array-2,https://github.com/super30admin/Array-2,master,febece769198fd9409b02e1f999074172dea5d3f,2,1195,13/12/2022 17:44:42
derekoneil/twitter-feed-oke,https://github.com/derekoneil/twitter-feed-oke,master,b480f5d3e2aff7b8ffb6255b5c0da08e8351bd99,13,1196,13/12/2022 17:44:49
JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,master,3e016356cfc7e5f9644a7a732fe0223e9742e024,5721,1196,13/12/2022 17:45:40
alidili/Demos,https://github.com/alidili/Demos,master,d5b1b9f40fd06b7ed30c82f88415712c97121d68,1770,1197,13/12/2022 17:45:40
apache/curator,https://github.com/apache/curator,master,9b3a145372d9a8bc9a71adb630a1ad9b71fd2889,2889,1198,13/12/2022 17:45:40
Ficoxl/JamsMusicPlayer,https://github.com/Ficoxl/JamsMusicPlayer,master,8cec9fe548c59151232fdff08b30aa1833ebce3f,9,1198,13/12/2022 17:45:40
gshipley/openshift3mlbparks,https://github.com/gshipley/openshift3mlbparks,master,8820206634aa989ca9644a3eaa7ef017acf0b8b3,41,1201,13/12/2022 17:44:49
sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,master,d7e6a1d7e04b0c98da78acc6fc98059f0b18323c,4644,1203,13/12/2022 17:45:40
hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,master,4898fab7f0646389be398e1712b9a7fd74528300,4690,1203,13/12/2022 17:45:40
apache/nutch,https://github.com/apache/nutch,master,7d390045049036541d2fd94302ab97c8cb3e3cb1,2480,1203,13/12/2022 17:45:40
dmytrodanylyk/circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,master,d325661bef45859748d933f596e5444853b1b573,5624,1204,13/12/2022 17:44:49
jenkinsci/kubernetes-plugin,https://github.com/jenkinsci/kubernetes-plugin,master,642b99bfc23b6ee90f88827de6d16ca7c7a97722,2137,1204,13/12/2022 17:44:49
HouariZegai/Calculator,https://github.com/HouariZegai/Calculator,master,79068356ad40ddb9770733831f275ae781825626,279,1204,13/12/2022 17:45:40
AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,develop,b670cf6111a0c04dee0bac1687c6fa3320bba89c,4595,1205,13/12/2022 17:44:49
Netflix/ribbon,https://github.com/Netflix/ribbon,master,2bb2cf9e29309a5baffd7808cef4f05664141f07,4364,1205,13/12/2022 17:44:49
udacity/ud843-QuakeReport,https://github.com/udacity/ud843-QuakeReport,starting-point,9daecbbb0cbdc3bc89545642ceb21e1a029738c6,347,1207,13/12/2022 17:44:49
square/android-times-square,https://github.com/square/android-times-square,master,a1a8f2b50a9a8311a64237b9f6a814ba22b6be13,4438,1208,13/12/2022 17:44:49
Esri/arcgis-runtime-samples-android,https://github.com/Esri/arcgis-runtime-samples-android,main,3deefca475f3bd7b5d336aadd50ca15bd84c977d,621,1209,13/12/2022 17:44:49
hitherejoe/Android-Boilerplate,https://github.com/hitherejoe/Android-Boilerplate,master,75382ad46c07c2bbc6094a93a581b6c4489986f3,1879,1211,13/12/2022 17:44:49
commonsguy/cw-advandroid,https://github.com/commonsguy/cw-advandroid,master,ab8e52a00413592b99a7bb9f93050bee760f289f,1463,1213,13/12/2022 17:44:49
jeecgboot/JimuReport,https://github.com/jeecgboot/JimuReport,master,b7fb7c931844d447bcf4491c04fdd7dd433a788b,3805,1215,13/12/2022 17:44:49
HelloWorld521/Java,https://github.com/HelloWorld521/Java,master,9bd12073568d6a91366268106f06632f0f50321d,2379,1216,13/12/2022 17:45:39
spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa,main,b0aa2b67546698fefc4218393ea9eebc01524c69,2514,1217,13/12/2022 17:44:49
oldmanpushcart/greys-anatomy,https://github.com/oldmanpushcart/greys-anatomy,master,383d17d4dbc2f0cfcf73ce5b1477204b86f1992a,3902,1217,13/12/2022 17:45:39
gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,master,d80384806cdffd2acc559bf1167251dcc797fa97,4707,1219,13/12/2022 17:44:49
pedrovgs/EffectiveAndroidUI,https://github.com/pedrovgs/EffectiveAndroidUI,master,4249edce6180274156e5bcdf21191890f1c3b42c,6030,1220,13/12/2022 17:44:49
springframeworkguru/springbootwebapp,https://github.com/springframeworkguru/springbootwebapp,master,afa695b7b1be1e5978320175ea2aaf13be0bd013,472,1220,13/12/2022 17:44:49
facebook/buck,https://github.com/facebook/buck,main,5c6382b3d81beae78c64499440847f210570a987,8437,1222,13/12/2022 17:44:49
brianway/java-learning,https://github.com/brianway/java-learning,master,3d71ff5cfed5e50e08da5ccb04ef828d30809da3,4065,1224,13/12/2022 17:44:49
fishercoder1534/Leetcode,https://github.com/fishercoder1534/Leetcode,master,41bead234c6a351bcaa07ac15636a607f1fb59fd,3466,1224,13/12/2022 17:44:49
rakeshcusat/Code4Reference,https://github.com/rakeshcusat/Code4Reference,master,0eccb86f914c3bff4dd6abfa7223a2c8269640ca,204,1225,13/12/2022 17:45:39
spring-cloud/spring-cloud-config,https://github.com/spring-cloud/spring-cloud-config,main,5dabc7d79da4102639b37aaf7a3b9b696195df73,1843,1227,13/12/2022 17:44:49
alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,develop,175c25cbe31a13c4352eac5828072e60aa1100ec,3378,1227,13/12/2022 17:44:49
jwtk/jjwt,https://github.com/jwtk/jjwt,master,b36ef87507a773dc20bae24499a650de03171c76,8744,1227,13/12/2022 17:45:39
daticahealth/java-tomcat-maven-example,https://github.com/daticahealth/java-tomcat-maven-example,master,94e8ffd7ca370c72b83162c55442eb4a07e24731,11,1228,13/12/2022 17:45:47
benwang6/spring-cloud-repo,https://github.com/benwang6/spring-cloud-repo,Hoxton,c332286faa0249805f023d7e7290cb86cf26d771,1586,1229,13/12/2022 17:44:49
journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,master,d09b7c76c3124fbfbd096a65d60b1997f37ff90f,5291,1229,13/12/2022 17:44:49
prontera/spring-cloud-rest-tcc,https://github.com/prontera/spring-cloud-rest-tcc,master,20eda7129afe257242d0c29c80837fd42aa516d7,2578,1230,13/12/2022 17:44:49
jetlinks/jetlinks-community,https://github.com/jetlinks/jetlinks-community,master,9b2b6d224f0187f9c85c06beedbae2c2ce59b56d,3478,1231,13/12/2022 17:44:49
